concurrent_users,cpu_utilization_percent,memory_utilization_percent,disk_io_operations,network_bandwidth_mbps,server_type,virtualization,database_queries_per_second,cache_hit_rate,server_age_months,operating_system,application_complexity,peak_hour_flag,background_processes,response_time_ms
431.0,25.58224445799995,36.87017268682817,6956.630995029934,522.5025753578747,Web,Container,279.930620330898,72.2102082090461,42.37370183064653,Linux,Complex,1.0,424.0,409.2600182344419
135.0,54.90337788959891,63.82945642769459,2397.756006579536,330.7933320511837,Web,Container,38.30163495788837,74.76061085588091,31.791327349332704,Linux,Simple,1.0,420.0,132.5755393251784
4771.0,48.0999249521692,87.71918567127102,5110.726587677345,884.0419566397801,File,Container,299.705102828681,52.54541529824828,16.280867539000155,Linux,Simple,0.0,304.0,527.8030452486889
46.0,71.33202500696098,53.37825468464189,607.9556514387173,95.36167542266924,Database,VM,27.18707676351014,80.06236950595793,48.19707364758148,Linux,Moderate,0.0,296.0,636.3989503485949
363.0,55.85721368383256,58.94781573576511,8870.093379989732,315.93063299717494,File,Physical,87.49595958748334,82.14189774181182,31.79076337337256,Windows,Complex,1.0,217.0,893.8167963315897
983.0,23.896063213481234,93.9210874672664,4089.250330676567,658.2614052808226,Web,Container,484.8511684713557,69.7866410552435,40.30280790813496,Linux,Moderate,0.0,171.0,840.21272484972
1119.0,90.75771017739484,85.76969723008057,3346.126634535364,835.8101476768816,Database,Container,311.26033979364115,81.011402569153,19.261609884552456,Linux,Moderate,0.0,333.0,536.8352823325696
2560.0,57.61112878883504,63.82945642769459,393.6301732861296,411.162274541917,Database,Physical,339.9282552702905,72.65816253296568,29.76548722207666,Windows,Simple,0.0,396.0,188.5980137118309
3554.0,50.09461523929903,52.05303165718698,2560.1768085329595,460.31232020810313,File,VM,234.43450518188467,55.80874050397147,24.791836089345622,Windows,Complex,1.0,417.0,736.1408549013059
846.0,71.07302719994479,80.102291327504,8252.754818640256,709.8414263673328,Database,Container,495.9953608521688,87.75110390211583,58.66472162834065,Unix,Moderate,0.0,129.0,852.3788044087437
4140.0,55.326545568514746,72.28800581999502,4720.446961220848,918.029733359715,Database,Physical,323.3257168774748,73.43883203923585,14.602418351163225,Linux,Simple,1.0,266.0,431.9104372505146
2560.0,49.75660664962584,40.5037671032059,9261.72098292367,335.46432549290256,Database,Physical,431.45671500071086,68.8858048293288,37.3869858567744,Linux,Complex,0.0,488.0,720.2827175922613
4436.0,78.2877130179515,40.36149551433067,2499.024476522364,874.5360460650801,Application,Container,454.9670603440204,54.59274844350936,29.65650645926626,Windows,Moderate,1.0,182.0,538.4021290686823
2386.0,49.73336270473163,85.73966780213718,5110.726587677345,742.6170109516544,Application,Physical,56.09578366286584,75.76754837168443,31.791327349332704,Windows,Simple,0.0,252.0,394.5465211659296
2560.0,34.57173630423929,45.67117343637105,3857.154868017988,501.048626655612,Web,VM,78.75113002469409,90.88370783031895,27.68092691498609,Linux,Simple,1.0,210.0,728.0629331642657
1652.0,85.94851636963678,75.91633211003696,466.55296510866407,613.0704166082262,Application,Physical,499.1685325885079,50.18405255965314,36.377787845790586,Linux,Simple,0.0,106.0,37.63595519332945
4169.0,87.89782420287533,31.43693887535157,5304.767790049043,567.1439151969422,Database,Physical,291.54244380262065,82.69418114114396,28.01791246623084,Windows,Moderate,0.0,151.0,890.4806868314857
4831.0,37.62208682234672,56.09740673818402,4016.624190334856,93.0288698762878,Application,VM,451.9959091680436,55.5726446268389,11.320730908977492,Windows,Simple,0.0,314.0,888.2755462561338
401.0,45.87020294528905,68.86713015182542,5110.726587677345,555.6262440037152,Database,Container,365.3181187364095,98.171519300398,25.590087486144583,Unix,Moderate,0.0,399.0,419.9845062661987
4251.0,32.327936421391534,90.2014591573718,5365.98011598221,218.9745574005425,Database,VM,243.96763234468688,62.62805789730232,21.4176505022985,Linux,Complex,0.0,51.0,216.32924661176327
3757.0,63.1099190949457,41.50987915835852,3758.277603613185,820.1677498177228,Application,Physical,393.8660292915438,94.47865566962663,7.10359624384495,Windows,Simple,0.0,234.0,310.56309614708414
1552.0,34.90246112766834,80.41364990727513,6000.964349625843,503.10387987702165,Web,VM,188.02799089184248,60.20665398430798,6.353351854730849,Unix,Complex,0.0,68.0,662.3343753992035
3738.0,26.2831834996824,63.82945642769459,5026.146751862282,655.9556224018908,Web,Container,281.5267254760544,70.40071510069063,59.82634744127784,Windows,Complex,0.0,71.0,569.3161098555809
902.0,69.68256447492413,40.89055660333042,7699.843365609512,387.1235085484439,Application,VM,27.544244967427957,75.76754837168443,20.4012601962778,Linux,Moderate,0.0,117.0,220.8646387048032
282.0,37.6023752242064,68.36763343370538,9884.95150092091,675.5723846275379,Web,Container,256.1259831983623,98.7567355558414,46.40186190822386,Unix,Simple,0.0,108.0,697.2456713020483
4327.0,56.66218817754329,76.3682026546808,7410.308308084173,313.2548993973724,Web,Physical,54.171190548705766,96.79910117109202,1.9178182240713315,Unix,Moderate,0.0,254.0,610.106799334265
378.0,86.59400269679502,86.70641725674173,5110.726587677345,78.63897539629649,Application,Container,78.3682213836533,89.83155860340378,38.349442887954446,Linux,Simple,0.0,248.0,407.4684484835786
534.0,55.79125457661152,68.14429102855962,4918.719262611246,349.3997091042536,File,VM,92.6624046447804,73.89078411317553,31.791327349332704,Unix,Complex,1.0,143.0,957.8767737532092
3964.0,46.61851900325909,42.22761394261772,9006.50404969851,307.96849498942447,Database,Physical,362.2908400757214,90.9099533314742,49.161958006978736,Windows,Complex,0.0,427.0,643.6574309106347
3948.0,38.735987482585,78.91465070035531,2904.921111360873,257.670274973857,Web,VM,76.07250702882045,66.67992356069644,22.83656594102192,Linux,Moderate,0.0,103.0,756.7469184911005
2512.0,54.76194317648376,74.49357446383831,1942.6718817284543,687.0338041943653,File,VM,50.82540076466081,73.23485643863188,44.00951766627495,Windows,Complex,0.0,444.0,119.29711301642732
2847.0,64.7918003162348,75.58192650384557,5924.352801565198,843.1608377315074,File,Container,164.86729198220365,54.67480512525077,53.94944430860552,Unix,Complex,1.0,232.0,37.92307804783175
1376.0,68.33497744636557,91.9029646156909,6180.946195707378,46.51050346203607,Web,Container,247.70299041317529,94.3870579722764,45.77249800395411,Windows,Moderate,0.0,131.0,423.8452738540555
2184.0,53.2961566819461,75.76833971801402,3749.969013109436,556.2672206976355,Web,VM,195.99180906001868,80.28562765243517,40.30616798031181,Unix,Simple,1.0,446.0,944.4211596592072
1766.0,76.3984924556946,58.26669311900328,6348.32137071216,919.5577158135252,Web,Physical,474.9430455562299,74.28347949034887,21.18483578829136,Unix,Complex,1.0,283.0,564.2322804866071
3207.0,87.85210068343609,96.6991947062067,864.2507594202233,320.8643079460193,Application,VM,252.5445116580057,54.72926391794527,22.710449762604505,Windows,Moderate,0.0,310.0,667.2014822123942
2935.0,49.506838108765706,57.94040453265839,1445.6538306653854,643.0546167125149,Database,VM,424.107020196599,83.31214365740338,17.310293514861538,Linux,Moderate,0.0,77.0,122.02345640555092
3659.0,69.50790982413253,70.18622828396727,773.9697381907799,626.5653284766292,Application,Container,464.99349250258894,52.76764627399757,2.5620790708310626,Windows,Simple,1.0,269.0,631.0691166783909
235.0,81.05568806594749,95.14949044593072,1986.1585107358376,832.429069939575,Application,Physical,150.46615112723407,53.2390880867691,31.791327349332704,Unix,Simple,0.0,170.0,257.49098643590946
3514.0,57.62908132949697,85.8965880060116,4279.149537415009,690.4021817496892,File,Physical,243.95804256337,79.52768630634725,31.8217726876623,Unix,Moderate,0.0,287.0,57.80922351409569
1523.0,82.73863926499489,63.82945642769459,5110.726587677345,130.38708152443624,Web,Container,451.11090738687983,94.42661229749994,7.602373028824753,Unix,Moderate,1.0,133.0,920.0142941449536
1438.0,33.62908375001928,43.45645150329728,4980.499935865985,204.3369468882492,Application,VM,40.18473562945229,98.90787850981656,26.172037541355287,Linux,Moderate,0.0,298.0,318.22164802196545
1487.0,51.47041725744426,77.52284721119783,7744.043152975643,429.95717715347575,Application,VM,135.4450727521221,50.54065694386201,54.21929092405175,Unix,Moderate,0.0,223.0,237.0342836658753
1253.0,74.71136532823726,56.49761821642245,7619.358610101825,842.6093374595786,File,VM,394.9468864520859,76.61531038340496,37.09770838265448,Linux,Complex,1.0,489.0,183.576304539237
4403.0,57.62908132949697,47.234578517910826,2070.1007344096647,329.4882996608395,File,Container,453.0045301369961,72.60452069891444,22.6131661536363,Unix,Simple,1.0,291.0,620.4787005359235
2873.0,32.36234387324437,86.47125667490783,6296.58883126919,926.5390791918236,Application,VM,384.1804747330813,51.99522928022744,15.946442540009024,Windows,Simple,0.0,324.0,900.1181016955893
513.0,87.65588186425006,70.45913880301815,3599.7765540771948,520.3763480752461,Application,VM,173.84512836636918,53.1200095706869,45.93469233862276,Windows,Complex,0.0,143.0,523.3489179802306
353.0,57.62908132949697,53.84777220199141,7752.18039204201,93.55816885657369,Web,Physical,40.91793746763111,60.12894520677008,14.949217583634818,Linux,Moderate,0.0,208.0,71.70024122516614
4548.0,66.8589608515378,95.19506202189804,4076.0855686321834,957.703229780234,Database,Container,478.3624865275154,60.40856839388273,42.16172678372055,Linux,Moderate,1.0,167.0,732.4946443469404
685.0,72.85157355321061,71.51822353653142,7536.054649452377,638.5037591299285,File,Container,292.1940025429452,80.3043343145784,37.87038825938443,Linux,Simple,0.0,269.0,709.2152821473071
4713.0,91.82601710120927,67.67217262587648,2473.6788171198764,143.79136548961154,File,Physical,319.5601413231224,72.13806457036507,10.793640076224875,Windows,Complex,1.0,388.0,984.030860412164
1419.0,27.063671947518035,31.280116434906542,7920.762392663614,481.3636903177143,File,Container,256.1259831983623,82.12736750069044,8.767307011454616,Unix,Simple,0.0,499.0,491.3970980822433
3178.0,44.86191536865516,59.47264387491092,3178.883709419108,22.79704610656756,File,VM,381.4346975279176,52.79940997916137,21.49674111932099,Unix,Simple,0.0,53.0,53.21716530787308
839.0,36.37546761328595,33.422010440949315,5705.440982557245,364.0075406415097,File,Physical,207.33273465129145,72.60187255755339,45.30012692807721,Windows,Simple,1.0,150.0,325.6370193261832
4615.0,80.32221922307173,59.43241398255023,1510.3191754408776,58.684168697005546,Application,Physical,21.303637119368048,72.64987055091625,55.112490756069406,Unix,Moderate,0.0,374.0,832.33474272704
2887.0,74.48133535033148,35.71061821708908,570.9413642755828,79.00625478453331,Web,VM,396.17182465166616,95.93123210003044,23.629276173265986,Windows,Complex,0.0,222.0,669.5073143211391
1821.0,74.09383337785208,95.07294399048422,5250.23460510071,900.8327678431176,Web,Container,127.62941892366244,90.8204832211475,5.960873130552228,Linux,Complex,0.0,382.0,685.278783746084
1916.0,72.56441723534058,72.86697282847555,6696.678666443787,230.75445734212468,Database,Container,348.64869159165426,79.74166859721899,18.34730618425952,Unix,Complex,1.0,96.0,150.86133993570385
4227.0,62.20363281169982,93.09438391340804,9692.298103618028,431.1070166527656,File,Physical,276.3486712254563,57.68651256673921,15.923977520061534,Unix,Moderate,0.0,373.0,906.744135889516
1232.0,64.62080899988614,77.89937474887967,3868.366506071705,216.7233210606945,Database,Container,83.48139385170673,78.17310570428664,31.791327349332704,Windows,Complex,1.0,407.0,489.4437038604048
936.0,93.97329133677886,39.969997483300645,3733.298116754436,179.02795746591374,Application,VM,258.867215313354,96.7716744889832,4.404946703172706,Windows,Complex,0.0,269.0,759.159227392238
92.0,55.84737489394045,74.62149496672038,9180.257785592665,608.8058147086764,File,Container,493.5493259227792,52.44869752875479,49.62241284789678,Windows,Complex,0.0,432.0,889.4911525398356
1047.0,65.01233326745265,83.73681628184121,1319.7977832721338,656.2845740966992,File,VM,31.696430638675565,72.56751910711091,51.80051736573654,Unix,Simple,0.0,136.0,818.3281486812253
4565.0,51.0734965666872,52.91229650005511,4775.911908910274,28.66805906540333,Database,Physical,256.61607256572006,79.39775154241492,32.481002697068604,Windows,Complex,0.0,376.0,444.30370794453927
3797.0,30.15961032225102,42.96533093331114,5625.51480929878,91.04617497278008,Web,VM,369.7738289216041,80.51775048321204,53.14723810040654,Windows,Complex,0.0,96.0,719.1933347109139
4039.0,78.14307065070241,70.09384733851124,5110.726587677345,922.5346391360952,File,Physical,420.9546259360156,70.95651860154607,54.40029669847567,Windows,Complex,1.0,318.0,147.72320289665507
2560.0,63.71199685110221,75.6757168386225,9920.801494345911,919.6702524199692,Web,Physical,399.6367054670557,76.43027500279055,47.26853898698479,Windows,Simple,1.0,61.0,819.8094932247553
1960.0,63.677607781176,58.024642074756926,5210.29114177575,290.54825675831927,File,VM,443.8974103669044,53.53450339299568,28.81259118891995,Windows,Simple,0.0,93.0,886.7853535245512
1766.0,63.173176162602594,52.57819184696666,1585.1079043291377,285.4890159427988,Application,VM,342.0661835468284,53.51529588754227,14.830197839987902,Linux,Moderate,1.0,365.0,491.3970980822433
2755.0,79.94457713370876,97.74403872357908,2358.5129059004794,733.5914603799404,Web,Physical,65.95192559179796,94.36731119966645,41.45792835886477,Windows,Complex,0.0,120.0,106.90623978493912
3418.0,65.4635585713987,85.27743963415523,8447.725395641528,752.5847358276858,Application,Physical,255.84846727991197,90.24731146344266,15.138916551065051,Windows,Complex,0.0,476.0,406.8775893681615
3983.0,43.41884043354104,42.3712725695244,5175.142192031268,47.35231246390775,Web,Physical,401.162269219697,53.01632944728951,30.803422694623656,Linux,Complex,0.0,179.0,554.50301970109
267.0,61.168035245461176,33.07523821835217,2431.6138696338003,353.1412540051923,Web,Physical,59.38167280975606,83.82595448030733,9.524539412904009,Linux,Complex,0.0,300.0,236.24036909601975
3255.0,60.487379649012425,64.96380260713292,7435.34065771077,347.40920894558093,File,Container,158.0079758152864,97.36585700854708,52.99295002307003,Unix,Complex,0.0,454.0,592.7692456193689
4385.0,29.70218698341742,39.17115191771529,6489.685059551827,520.3763480752461,Web,VM,74.07419776252965,69.54116824712742,8.608229172916106,Linux,Moderate,0.0,53.0,376.08531080166944
4279.0,41.8852895999117,64.9401992843949,7985.902034439292,488.48839695849495,Database,Container,329.66737897025035,71.67059175608026,6.042180310029992,Linux,Simple,1.0,68.0,631.1100695485266
1757.0,73.7529902253012,63.82945642769459,1065.5752617428552,632.6759667303411,Web,Physical,41.03618887426292,91.1084441220971,7.983308802357418,Linux,Complex,0.0,447.0,780.1624017120781
259.0,23.16380011160082,42.00614253890439,7442.445538997695,22.015538530665147,File,Container,46.16346027240501,75.45336003338628,19.6566933087175,Linux,Complex,0.0,269.0,98.6620225473246
2602.0,82.34804016934669,66.43809918838633,5124.126988101541,520.3763480752461,Database,Container,446.3966895955618,92.34226865010672,16.938046630895027,Windows,Simple,1.0,269.0,885.5590563524736
2653.0,87.54602126098222,77.18624479766615,7423.017872659818,699.405776502452,Web,Physical,191.385933116987,58.101096690626456,10.142219158493909,Unix,Moderate,0.0,444.0,44.15332646091611
3933.0,60.25974627260925,35.534729502999355,975.9128966683523,298.9123257320378,Database,Container,456.9710660650218,74.71226161526587,31.791327349332704,Unix,Complex,0.0,366.0,607.8260989415844
2865.0,62.32610733093034,52.42745567002672,4216.458992284508,194.2052531840679,Web,Container,284.25324499206545,92.22823368900184,35.87929290741697,Unix,Moderate,0.0,117.0,359.4057878791321
3130.0,57.62908132949697,63.82945642769459,7781.021299900642,418.3849540901443,File,VM,15.001295322765852,85.94226973692722,44.90793289813859,Windows,Complex,1.0,483.0,491.3970980822433
4389.0,57.000378052053264,74.33271256456517,1631.6240898696424,849.8724861727998,Application,Container,369.7318419172245,54.6935752109847,18.236939127339497,Unix,Simple,0.0,309.0,262.3550614486228
4192.0,42.47328467869836,32.786212775674365,5829.889712541409,532.0391989078115,Database,Physical,320.6072368121801,64.73519175622837,48.796896552561655,Windows,Moderate,1.0,354.0,646.5952415705963
570.0,85.77104341715003,30.65488093677141,4610.5728028219255,929.7023863427336,Database,VM,28.229187313347797,53.148398255610935,20.822590515279657,Unix,Simple,0.0,431.0,624.7395296990816
261.0,50.03591592482124,40.29555577799996,127.07310399747114,221.54474206450948,File,VM,489.46692732961753,97.97345958904428,12.69770454856144,Windows,Simple,0.0,333.0,116.03678305727615
1364.0,81.94611553065269,91.67468539172548,5110.726587677345,678.3392803798313,Application,Physical,294.5949445445363,88.29068938899655,16.514289983770666,Unix,Simple,0.0,398.0,48.40397796604707
4101.0,41.04469045222476,89.04606790693987,3945.009200766854,971.3807548391816,Application,VM,362.11804732836623,65.45169160703819,37.40385634357638,Unix,Complex,0.0,92.0,491.3970980822433
1462.0,21.732961782202132,47.98012442869401,9432.98153306946,101.91237511068132,Web,Container,228.78661588507543,78.58629179481065,14.666633443758302,Windows,Simple,0.0,421.0,751.3706395950281
2501.0,94.26392326421694,72.41884629405314,4408.804523783197,707.2789011995154,Web,Container,293.2649632426285,79.47390197115125,24.16155985877284,Linux,Simple,0.0,210.0,529.6843150478516
2560.0,70.03763481768564,61.12719547386133,1576.6659985280537,287.86328798391264,Web,Physical,258.5255853281915,84.64996949193224,24.7325962840183,Linux,Complex,0.0,496.0,735.8719595216509
3306.0,42.17730828667874,68.25540745309092,7307.401297480368,520.3763480752461,Application,Physical,239.27377704853276,82.87416795459788,21.19350507161377,Windows,Complex,1.0,441.0,441.21883321177353
4208.0,23.149597620400066,51.90660174612101,2881.197359459169,307.2168810672501,Application,Container,94.07104160349292,88.85412981655546,56.3742098563027,Unix,Moderate,1.0,252.0,179.80861736750197
3048.0,71.62478745841702,34.409464813716525,8708.728467852576,520.3763480752461,Database,VM,134.3334899208336,75.76754837168443,17.294013413494934,Unix,Simple,1.0,271.0,245.0467431283525
2679.0,61.03889718340548,95.19067201341332,5110.726587677345,14.59760371776369,Database,VM,401.51714613578434,96.06669617808794,23.33420258359017,Linux,Complex,1.0,68.0,21.177175036088784
2560.0,89.05618210580602,75.06697687606288,4795.842689832514,993.977617726298,Application,Container,288.5520716691736,64.58289168551023,4.1387494086224965,Linux,Moderate,0.0,445.0,611.2707355394934
4304.0,48.175323518445126,30.962134633389148,1944.4131395892289,925.846471659903,Application,Physical,462.7292500885421,87.76970859079726,5.962438262154146,Unix,Complex,0.0,91.0,491.3970980822433
2492.0,44.595335639457474,43.72573357793783,6182.702050632485,167.5259906267942,Application,Container,47.796655148209474,65.94948880045601,29.367980378401796,Linux,Moderate,0.0,342.0,880.0956701910554
4123.0,87.57597888591583,58.86814781836416,7545.5373571166865,949.8106553521636,Application,VM,466.83437154539536,65.64818930808634,45.227670477890776,Linux,Complex,0.0,257.0,504.69620428863954
2210.0,64.36647399663698,86.04153880755337,5110.726587677345,442.90487112718415,Database,VM,313.9587798582404,76.45726330265272,34.076056734730514,Unix,Complex,1.0,467.0,373.403394694771
1852.0,33.72900380894001,88.88044158456646,9427.467535636108,520.3763480752461,Web,Physical,327.32691582190074,75.18923509524336,27.831070777756857,Windows,Complex,0.0,269.0,256.66946239793424
4407.0,50.0632200616909,94.11151826629003,1867.850948945332,359.32260648930566,Application,Physical,327.7792848028355,98.6375031314886,31.18714091251741,Linux,Complex,1.0,398.0,305.8657219399241
1064.0,63.044227295355626,78.38194959685354,2468.902489127232,895.3241980500112,Database,Container,146.48776009185622,97.6658029783427,7.458538625759455,Windows,Complex,1.0,468.0,363.0603136992154
3595.0,70.12526038047397,77.83673207415717,525.5181344403916,828.6649546509458,Database,VM,378.3043096511242,75.76754837168443,21.29871716965799,Windows,Simple,0.0,450.0,683.1183641826241
2625.0,45.69288949084451,87.70227146605718,7272.344991338526,34.02575037670854,Database,Container,202.7205008874093,67.53284508965737,55.33753087175982,Linux,Moderate,0.0,431.0,255.56290747894872
693.0,24.78509744810291,57.60501589140932,7223.436195190759,898.7475688121411,Web,Container,314.4323492942371,85.58675066489333,28.07954572020348,Windows,Moderate,0.0,173.0,495.39644741448006
2560.0,36.18326492473837,52.68227000660176,691.5649641326331,189.4857880396082,Web,Container,142.78663418388447,52.28887655520084,5.707653023484775,Windows,Complex,1.0,366.0,689.4868046778614
2364.0,37.53306504403764,96.49007101465298,5110.726587677345,119.83149065543718,Web,VM,120.7787729303266,69.21924268955911,41.28783818630913,Unix,Moderate,0.0,217.0,476.0662527322782
2339.0,45.76062114873342,70.35639329710583,8619.831981715452,665.5317637891482,File,Container,188.9047971715886,59.450058168352655,35.9291773504231,Linux,Complex,0.0,386.0,38.87162284501989
2798.0,22.299016365139423,38.03102079735737,8154.38152415634,224.03122422685013,Application,VM,448.1176751184023,61.619107017747474,25.649664292467488,Windows,Simple,1.0,269.0,129.89115831812893
3735.0,38.13965074937431,94.69513405137666,4921.406288835403,406.7006236497326,Application,Container,138.75505320291043,68.13546902022344,40.36505216992165,Unix,Complex,0.0,408.0,395.14466257783874
1918.0,33.47385993574052,59.56130752565886,3751.1003947940753,100.7026960371766,Database,Physical,41.64454553186312,87.00395392272567,31.143255283937616,Windows,Complex,0.0,394.0,758.5747700466433
830.0,67.63780470915853,52.06416720372566,2056.250277632599,874.4408810682353,Web,Physical,168.95689352850584,73.1344504082322,1.6514210533780025,Linux,Moderate,0.0,124.0,607.6746760448717
4447.0,74.75266773541696,46.27014683935062,1937.4310271213503,387.2065661632075,Web,Container,70.63392118896579,84.21365907763828,17.24505736103547,Linux,Simple,0.0,191.0,557.3054340370713
4379.0,70.6577773974827,52.98683591679986,2893.239138078612,333.3275535107636,Database,VM,90.89251892031726,96.0289392773672,59.49972560787017,Linux,Moderate,0.0,104.0,847.3471642961351
2904.0,84.86960152424123,57.30513823112205,1354.4356961173692,509.9569159926662,File,Physical,493.6227385126543,75.76754837168443,39.01279608020684,Linux,Moderate,0.0,411.0,551.6503181265591
2525.0,91.85480999884948,63.79774777175773,8973.500101431988,461.11075047284857,Application,Physical,79.42742401833053,75.42534102811149,43.932507836809584,Windows,Moderate,0.0,452.0,590.5581187027956
1672.0,57.62908132949697,63.82945642769459,1664.8389060654797,759.2694612161556,Application,Container,350.6788076471954,55.98423315530943,45.55456569615901,Linux,Moderate,1.0,434.0,627.2694498921503
2105.0,55.48120308584903,87.12330435585426,5774.2555539935565,679.2476581732817,File,Container,127.27913624903118,96.36946092675616,26.00135832323661,Unix,Moderate,0.0,270.0,957.1349271755834
642.0,92.2060568701408,36.58787677181447,5110.726587677345,565.1804449539486,Database,Physical,313.49316298584205,85.36246089866762,35.5424482292252,Linux,Simple,1.0,173.0,698.8792677472746
2444.0,31.59972923516092,78.01233284844778,717.9252226021966,38.88640632505005,Application,Container,166.6602201560115,75.76754837168443,23.63014087704679,Windows,Complex,1.0,269.0,356.4618501365312
4617.0,59.94168623812093,65.80815269692349,5774.208792329209,798.3867749032374,Application,VM,278.0746796420894,78.89322949317815,13.428679062069158,Windows,Simple,0.0,56.0,491.3140400267982
1857.0,72.83937187179387,38.4807646135061,5110.726587677345,551.4951742962432,File,VM,105.02730449938817,55.4194725761609,21.22692632358348,Unix,Complex,0.0,179.0,304.6752681057936
184.0,47.46133557356838,37.70161132624846,2588.196821083219,103.58044366653372,Application,VM,306.1067036338273,89.80813994598645,20.810308808431657,Unix,Complex,1.0,269.0,348.65395128075534
1326.0,27.32191888839002,70.03919908316036,2089.90756573669,520.3763480752461,Application,Container,183.56756541705565,54.59364093375652,27.42071582425684,Windows,Simple,0.0,72.0,133.0242274206867
4961.0,90.70149861682762,68.34286099362653,3869.1852388176817,71.17248402683722,Web,Physical,18.449189735599283,89.55378155284666,47.851525775613865,Unix,Moderate,0.0,421.0,736.1367718269585
2994.0,94.0011249316806,71.41018844733165,8528.202955169738,656.1248151919408,Database,Container,211.97732267090169,68.50510976694085,15.633708285704182,Windows,Complex,1.0,303.0,468.1114251567852
4990.0,34.5732138136063,59.82656297236477,1233.1409712886325,609.8634802770213,File,Physical,325.1823547559767,78.64645133410869,36.21596615980357,Unix,Simple,1.0,349.0,273.2523837909352
4312.0,36.781218088070126,69.58449882839301,1303.5905565951489,520.3763480752461,Database,VM,251.9711663881372,96.2566555773297,53.62997282258966,Linux,Complex,0.0,412.0,580.8933513625957
516.0,47.43486096727924,54.87581676448278,9705.084847480204,520.3763480752461,Application,VM,350.5026698916824,87.82179885444772,22.53711226462073,Unix,Complex,1.0,250.0,135.25831144692108
1678.0,49.356153658495415,72.64926454426868,4117.313587563915,328.76587117462253,Application,VM,398.7580903289921,68.90909415230315,1.2168479919720014,Windows,Complex,0.0,388.0,637.5977641016208
2398.0,89.90679630115783,66.29926651790282,9822.36814682662,520.3763480752461,Database,Container,34.328105932174346,71.86719816676602,51.036229401018296,Unix,Complex,0.0,196.0,919.024117354569
4203.0,20.336797662478123,50.23192978452244,8596.511404217614,545.7809327113184,File,Physical,18.59115167001341,80.18174221206775,38.89704863005189,Windows,Complex,0.0,449.0,742.54883001374
4225.0,61.28894803155474,30.39114129908397,4750.050580478242,508.7371706618864,Application,Container,356.10435093406,66.25824912188328,4.005624684187038,Windows,Complex,1.0,138.0,269.26771572849844
2560.0,60.54439974857338,34.97899180157653,5110.726587677345,316.99419241328906,Web,Physical,129.53784962959327,95.14060148542484,23.95586602647263,Windows,Moderate,0.0,156.0,345.4763899493567
4000.0,20.588173341910263,94.26388185449392,3062.306401493025,938.58561119519,Application,Physical,256.1259831983623,70.55079750892422,31.791327349332704,Unix,Moderate,0.0,388.0,716.2111355993919
4217.0,34.39060650203341,94.29075301997368,7477.658562720439,655.1112552132946,Database,Container,78.12725822519434,56.00844655693241,4.795887925402887,Windows,Simple,0.0,297.0,434.6980217664933
4265.0,20.363853043033032,63.82945642769459,9322.21443054061,200.34416335730413,Application,Container,382.709723765581,96.47345954449425,23.79125397110543,Linux,Simple,0.0,80.0,577.6887750199691
1211.0,69.47508235285679,64.33171773653018,2750.2171666873523,286.30066736111814,Web,VM,164.8143629633308,63.06563590231105,16.741196825316077,Linux,Simple,0.0,414.0,429.2524335291008
2669.0,89.67338978617225,59.86710941921527,2618.3834323917904,641.9859374610248,Web,VM,150.66853685900213,93.46249972826972,21.122363419912435,Unix,Complex,0.0,497.0,281.79476906911555
3868.0,43.23519543431817,56.03972465085391,7368.79344588592,303.3579073644746,Application,Physical,427.4660546459233,94.39936366858116,47.80057621177508,Windows,Moderate,0.0,439.0,648.7600836640665
3852.0,69.05587641291228,69.8267533877452,4659.047215863034,463.66024690354686,File,VM,91.64300619230958,68.69370124574563,42.97740673603772,Linux,Complex,0.0,418.0,928.6678540182304
781.0,75.08161701420494,90.017113392378,7860.086713245717,609.992718384493,Database,VM,453.2279527442493,71.89998804888486,43.48985810693964,Unix,Simple,0.0,269.0,663.0858221315345
1849.0,81.9757780079502,55.06477277353426,2810.889894953062,353.68893118433897,Web,Physical,346.9475881295573,90.64780660883648,39.270064413464496,Windows,Simple,0.0,174.0,134.69169615296352
4932.0,68.44038738392861,77.73001743798335,876.9611265106171,877.3568749104392,Application,Container,434.2185611676399,74.04598433925553,54.573666858074105,Unix,Complex,1.0,169.0,92.18594667614336
3146.0,56.95946336676148,35.88497299721927,9884.216015159827,841.1537045593569,Application,Physical,139.36737351501637,76.62210878148815,37.866047735878304,Windows,Moderate,0.0,269.0,433.5727155477861
1120.0,59.70434116712124,39.22508952101235,6983.991376666048,29.73526764554523,Web,Physical,451.9735217944917,84.85024282745007,23.96356282767873,Windows,Moderate,1.0,261.0,484.05713677099226
1655.0,80.82108877759697,35.34542473071631,8052.484591853461,104.73920501337808,Web,Container,237.33732673167023,73.86697557126044,40.64903506248683,Windows,Complex,0.0,314.0,986.9496924422864
1268.0,48.34032555412927,95.8862618753408,9646.586314039836,464.7108950643939,Database,Physical,207.42059538511765,71.33471157524825,27.487718824988,Linux,Complex,0.0,261.0,769.6271199348452
936.0,85.83603339433321,66.68071899572266,2426.1986419609257,520.3763480752461,File,VM,321.3204614201352,97.36878503512924,54.66468508279905,Unix,Complex,0.0,281.0,491.3970980822433
1794.0,62.21077874691074,52.03402937333054,5110.726587677345,976.9505285022656,File,Container,426.0704656495156,71.71523898363554,37.82023888010624,Unix,Simple,1.0,391.0,232.28360739121825
